law_type,enthesis_length_mm,n_exponent,number_of_layers,predicted_max_vonMises
power_law,5.1313131313131315,3,16,6.99756551305453
power_law,5.171717171717171,3,16,6.99756551305453
power_law,5.212121212121212,3,16,6.99756551305453
power_law,5.252525252525253,3,16,6.99756551305453
power_law,5.292929292929293,3,16,6.99756551305453
power_law,5.333333333333334,3,16,6.99756551305453
power_law,5.373737373737374,3,16,6.99756551305453
power_law,5.414141414141414,3,16,6.99756551305453
power_law,5.454545454545455,3,16,6.99756551305453
power_law,5.494949494949495,3,16,6.99756551305453
power_law,5.5353535353535355,3,16,6.99756551305453
power_law,5.575757575757576,3,16,6.99756551305453
power_law,5.616161616161616,3,16,6.99756551305453
power_law,5.656565656565657,3,16,6.99756551305453
power_law,5.696969696969697,3,16,6.99756551305453
power_law,5.737373737373737,3,16,6.99756551305453
power_law,5.777777777777778,3,16,6.99756551305453
power_law,5.818181818181818,3,16,6.99756551305453
power_law,5.858585858585859,3,16,6.99756551305453
power_law,5.8989898989899,3,16,6.99756551305453
power_law,5.9393939393939394,3,16,6.99756551305453
power_law,5.97979797979798,3,16,6.99756551305453
power_law,6.020202020202021,3,16,6.99756551305453
power_law,6.0606060606060606,3,16,6.99756551305453
power_law,6.101010101010101,3,16,6.99756551305453
power_law,6.141414141414142,3,16,6.99756551305453
power_law,6.181818181818182,3,16,6.99756551305453
power_law,6.222222222222222,3,16,6.99756551305453
power_law,6.262626262626263,3,16,6.99756551305453
power_law,6.303030303030303,3,16,6.99756551305453
power_law,6.343434343434343,3,16,6.99756551305453
power_law,6.383838383838384,3,16,6.99756551305453
power_law,6.424242424242424,3,16,6.99756551305453
power_law,6.464646464646465,3,16,6.99756551305453
power_law,6.505050505050505,3,16,6.99756551305453
power_law,6.545454545454546,3,16,6.99756551305453
power_law,6.5858585858585865,3,16,6.99756551305453
power_law,6.626262626262626,3,16,6.99756551305453
power_law,6.666666666666667,3,16,6.99756551305453
power_law,6.707070707070708,3,16,6.99756551305453
power_law,6.747474747474747,3,16,6.99756551305453
power_law,6.787878787878788,3,16,6.99756551305453
power_law,6.828282828282829,3,16,6.99756551305453
power_law,6.8686868686868685,3,16,6.99756551305453
power_law,6.909090909090909,3,16,6.99756551305453
power_law,6.94949494949495,3,16,6.99756551305453
power_law,6.98989898989899,3,16,6.99756551305453
power_law,7.030303030303031,3,16,6.656840980887415
power_law,7.070707070707071,3,16,6.656840980887415
power_law,7.111111111111111,3,16,6.656840980887415
power_law,7.151515151515152,3,16,6.656840980887415
power_law,7.191919191919192,3,16,6.656840980887415
power_law,7.232323232323233,3,16,6.656840980887415
power_law,7.272727272727273,3,16,6.656840980887415
power_law,7.313131313131313,3,16,6.656840980887415
power_law,7.353535353535354,3,16,6.656840980887415
power_law,7.3939393939393945,3,16,6.656840980887415
power_law,7.434343434343434,3,16,6.656840980887415
power_law,7.474747474747475,3,16,6.656840980887415
power_law,7.515151515151516,3,16,6.656840980887415
power_law,7.555555555555555,3,16,6.656840980887415
power_law,7.595959595959597,3,16,6.656840980887415
power_law,7.636363636363637,3,16,6.656840980887415
power_law,7.6767676767676765,3,16,6.656840980887415
power_law,7.717171717171718,3,16,6.656840980887415
power_law,7.757575757575758,3,16,6.656840980887415
power_law,7.7979797979797985,3,16,6.656840980887415
power_law,7.838383838383839,3,16,6.656840980887415
power_law,7.878787878787879,3,16,6.656840980887415
power_law,7.91919191919192,3,16,6.656840980887415
power_law,7.95959595959596,3,16,6.656840980887415
power_law,8.0,3,16,6.656840980887415
