feature,importance
enthesis_length_mm,0.4192804686730829
law_type_linear,0.3120991365217292
n_exponent,0.12394725491032198
law_type_exponential,0.09556446098867369
law_type_power_law,0.049108678906192235
number_of_layers,0.0
